"comment_content","Chat luong san pham","Dong goi","Giao hang","Cham soc khach hang","Thiet ke","Gia ban","Pin","Do nhay","Phu kien","Nut power","Con lan","Ket noi","Phi ship"
"Nhạy, mẫu đúng như hình có đèn nhìn rất đẹp, shop pickup hàng khá nhanh.",1,0,1,0,0,0,0,1,0,0,0,0,0
"Đánh giá sơ bộ sản phẩm rất vừa tay, nhạy và nhẹ. Mình rất thích màu sắc của sản phẩm rất đẹp thay đổi liên tục. Mình vẫn rất tin tưởng vào chất lượng và dịch vụ giao hàng của Tiki.",0,0,1,0,1,0,0,1,0,0,0,0,0
"giao muộn một ngày nhưng hàng mới tốt mẫu mã đẹp ! hài lòng",1,0,1,0,1,0,0,0,0,0,0,0,0
"Mình mới nhận được em nó và khá thất vọng về tình trạng hộp đựng, không có seal, tem bảo hành thì bị rách, thật đáng thất vọng.",1,0,0,0,0,0,0,0,0,0,0,0,0
"chuột dùng tốt, nhạy, chính xác. nút bấm cho cảm giác tốt",1,0,0,0,0,0,0,1,0,0,0,0,0
"Mình sài macbook air, một số chuột ko tương thích lắm, nhưng đối với em g102 này thì hoàn toàn tương thích, kể cả phần mềm logitech gaming software của hãng cũng có phiên bản dành cho macOS - mình đánh giá cao khoản này. Còn về cảm giác nhấn thì hoàn toàn ok, ko quá to và cứng, giải dpi rộng, cho phép tuỳ chỉnh theo ý thích. Đánh giá em này ngon trong phân khúc giá này.",1,0,0,0,1,1,0,0,0,0,0,0,0
"Sản phẩm đẹp, nhỏ gọn, bề mặt bằng nhựa hơi sần sần nhưng cầm khá trơn, kích thước hơi nhỏ nên không phù hợp với người tay to. Ngoài ra âm thanh phát ra từ 2 bên chuột trái phải khá to dễ gây ồn ào nếu sử dụng ở những nơi công cộng hạn chế tiếng ồn. Tuy nhiên trong tầm giá, hiệu năng mà con chuột đem lại khá ấn tượng. Cảm biến nhạy, chính xác, có thể chịnh được DPI tối đa lên đến 8000 DPI. Vâng, sau khi cập nhật phần mềm thì tối đa có thể chỉnh là 8000 DPI. Rất phù hợp với những ai có nhu cầu về game hay kể cả về mảng thiết kế đồ hoạ. 2 phím bên hông chuột để tiến và lùi trang đặt phù hợp dễ thao tác, phím điều chỉnh DPI đặt ở vị trí sau con lăn chuột có thể sẽ hơi khó khăn khi muốn điều chỉnh độ nhạy nhưng nhờ phần mềm của Logitech, chúng ta hoàn toàn có thể tuỳ biến nút này thành một nút chức năng khác mà mình mong muốn. Xin phép không nhận xét nhiều về cảm biến của con chuột này vì nó không có gì để chê cả. Nhìn chung lại, với mức giá hiện tại trên 450.000 đồng, Logitech G102 thực sự là một con chuột đáng để lưu tâm nhờ vào những gì mà nó đem lại trên mức giá.",1,0,0,0,1,1,0,1,0,0,0,0,0
"Sản phẩm tốt chất lượng cầm rất thoải mái ship hàng cũng nhanh",1,0,1,0,0,0,0,0,0,0,0,0,0
"Chuột Có Dây Logitech G102 - Gaming   Sản phẩm tốt, giao hàng 2h nhanh.",0,0,1,0,0,0,0,0,0,0,0,0,0
"Tôi rất hài lòng với  chất lượng sản phẩm  Giao hàng nhanh gọn",0,0,1,0,0,0,0,0,0,0,0,0,0
"Tiki giao hàng nhanh, đóng gói kĩ càng, sản phẩm chất lượng giống vs hình, giá cả hợp lí. Ủng hộ tiki lâu dài.",1,1,1,0,0,1,0,0,0,0,0,0,0
"Hàng rẻ, dùng tạm được, nói chung với giá này thì ổn",0,0,0,0,0,1,0,0,0,0,0,0,0
"cao su dày, có viền nhìn có vẻ chắc chắn, nhưng một góc bẹ méo nên 4*",1,0,0,0,1,0,0,0,0,0,0,0,0
"Không đúng sản phẩm 0.4mm mà giao cái ji mà nó mỏng như lá lúa như thế này buôn bán kì v ba",1,0,0,0,0,0,0,0,0,0,0,0,0
"Hàng ổn giá hợp lý mua 3 cái về dùng dần..........",1,0,0,0,0,0,0,0,0,0,0,0,0
"xài trơn, êm tầm giá khá ok nói chung mn nên mua và test :3",1,0,0,0,0,0,0,0,0,0,0,0,0
"Lần mua và nhận hàng nhanh nhất của tiki :))) đặt mua hôm qua mà sáng nay đã có luôn => 5☆ cho tiki :3 Còn về sản phẩm thì không ngờ nó to đến vậy,  dày dặn, đường may đẹp, giá cả phải chăng => 5☆ cho sản phẩm :3",1,0,1,0,1,1,0,0,0,0,0,0,0
"sản phẩm như hình  chất lượng tốt  còn có mùi cao su nhẹ  rất đáng tiền :))",1,0,0,0,0,0,0,0,0,0,0,0,0
"Miếng lót chuột vải rất mịn , đường may chắc chắn,lướt chuột phà phà.",1,0,0,0,0,0,0,0,0,0,0,0,0
"Chuột rất nhạy, chất lượng tốt, màu đen rất đẹp. Sản phẩm rất đáng mua trong mức giá. Giao hàng nhanh nên vừa đặt thì sau 2h đã có chuột để sử dụng.",1,0,1,0,0,0,0,1,0,0,0,0,0
"tiki đóng gói cẩn thận, đẹp..chuột dùng ổn. resolution là 1000dpi chứ không phải 1200dpi.",1,1,0,0,1,0,0,0,0,0,0,0,0
"Hôm vừa rồi có thu hồi sản phẩm chuột để bảo hành nhưng đã 1 tuần và em không thấy có thông tin từ việc hẹn trả ạ . cho em hỏi là chế. độ bảo hành mình bao nhiêu ngày sẽ trả lại ạ . E có chụp hóa đơn thu hồi để xác minh ạ",0,0,0,0,0,0,0,0,0,0,0,0,0
"Chuột vừa tay, mua lại vì giá rẻ, hơi tốn pin nhưng cũng được rồi, xài cũng êm",1,0,0,0,1,1,1,0,0,0,0,0,0
"logo của  sản phẩm bị bong gần hết. rất không hài lòng",1,0,0,0,0,0,0,0,0,0,0,0,0
"Sản phẩm giao hàng đúng như hình. Mới dùng thấy khá tốt. Tuy nhiên, lót khá mỏng, sợ dùng lâu sẽ bị cong ở 4 góc và viền.",1,0,0,0,0,0,0,0,0,0,0,0,0
"giao hàng chậm, hộp đựng bị đè bẹp . gửi email thì k phản hồi, cực kỳ không hài lòng",0,1,1,0,0,0,0,0,0,0,0,0,0
"sản phẩm đóng gói cẩn thận giao nhanh chất lượng bền bỉ. tuyệt",1,1,1,0,0,0,0,0,0,0,0,0,0
"Hàng chính hãng logitech chất lượng tương xứng giá tiền, tiki giao hàng nhanh",1,0,1,0,0,0,0,0,0,0,0,0,0
"giao hàng nhanh. Giá rẻ . chất liệu okei . thank tichi .",0,0,1,0,0,1,0,0,0,0,0,0,0
"+ Đặt hàng hôm trước, hôm sau Tiki đã giao hàng luôn + Chuột dùng êm, không tiếng động, có sẵn pin. 5*",1,0,1,0,0,0,1,0,0,0,0,0,0
"Đã nhận được hàng. giao hàng nhanh đặt tối qua mà chiều nay đã nhận đươc hàng. cảm nhận về 2 nút bấm thì êm, di chuột cảm thấy chưa nhậy, nút cuộn kêu to không êm. không thấy ten dán trên chuột mà chỉ có tem DIGIWORL dán trên vỏ hộp. vỏ",0,0,1,0,0,0,0,1,0,0,0,0,0
"• Tiki giao hàng nhanh: Đặt hàng hôm thứ năm thì thứ bảy đã có hàng (chuyển thường), được đóng gói cẩn thận. • Chất lượng: Chuột nhạy, rất êm. Khi click không hề có tiếng động. Khi mua sản phẩm thì cũng đã sẵn pin AA bên trong.",0,1,1,0,0,0,1,1,0,0,0,0,0
"Chuột êm, dùng rất mượt và k tạo tiếng động, màu xanh đẹp y hình.",1,0,0,0,0,0,0,1,0,0,0,0,0
"Sản phẩm dùng rất thích, giao hàng nhanh, mỗi tội mình order 2 cái mới mấy hôm trước giá 249k mỗi cái, tổng đơn 498k xong hôm nay lại hạ giá còn 199k mỗi cái. Chỉ cảm thấy hơi hài",1,0,1,0,0,1,0,0,0,0,0,0,0
"chất lượng tốt trong tầm giá này, sẽ mua thêm khi cần",1,0,0,0,0,1,0,0,0,0,0,0,0
"Mới sử dụng hôm qua đến giờ thôi thì thấy ok, chuột nhẹ, click êm, vừa tay mình (nữ). Trước giờ toàn xài logitech nên cũng tin tưởng thương hiệu. Hi vọng xài được bền như con chuột logitech trc đây.",1,0,0,0,0,0,0,0,0,0,0,0,0
"Mình ko thể chấp nhận hàng điện tử mà đã bị cắt ra và dán băng keo lại, sao có thể đảm bảo đó có thật là hàng chính hãng hay đã bị đánh tráo. Lần này thật sự thất vọng về cách làm việc của Tiki.",1,0,0,0,0,0,0,0,0,0,0,0,0
"Chuột êm, hơi nặng Không phát ra ánh sáng Rất nhạy bén",1,0,0,0,0,0,0,1,0,0,0,0,0
"Mình đã mua và dùng chuột được hơn 4 tháng. Đúng như yêu cầu là chuột không gây tiếng động, mình dùng vào công việc trong ban đêm rất thích và gần như không còn gây ảnh hưởng đến những người xung quanh trong phòng trọ nữa. Thật tuyệt vời! Con chuột mình mua có màu đỏ, có nhiều màu để mọi người lựa chọn.",0,0,0,0,1,0,0,0,0,0,0,0,0
"Sp rất êm, tiếng ồn rất nhỏ, phù hợ vs các bạn cần yên tĩnh khi làm việc",1,0,0,0,0,0,0,0,0,0,0,0,0
"Giao hàng nhanh hơn thời gian dự kiến, nút bấm êm nhưng cảm giác bấm hơi nông, và chuột hơi nhỏ (phù hợp với chị e phụ nữ). Đã đặt mua thêm 1 e màu nữa màu xanh :)",0,0,1,0,1,0,0,0,0,0,0,0,0
"Pros: Chuột nhạy, rất êm, hầu như ko phát ra tiếng động, rất tốt để làm việc về đêm. Kết nối ko giây 2.4Ghz như mọi khi rất ổn định (Mình có dùng 1 em Microsoft Sculpt Comfort bluetooth nhưng ko ổn định bằng).  Cons: Quá nhỏ và nhẹ, phải tập làm quen hết nửa buổi. Độ chính xác cũng ko cao (vẫn có thể chấp nhận đc vì mức giá rẻ). Một điều mình khá khó chịu là nắp pin khá ọp ẹp, ko chắc chắn (có thể riêng sp của mình bị vậy thôi), phải chèn giấy vô để không bị lỏng.  Nói chung dễ sử dụng, nhỏ gọn dễ mang đi đây đi đó. Người khó tính tuyệt đối đừng nghĩ tới, sẽ thất vọng, bỏ tiền triệu ra mua chuột sẽ hợp lý hơn.",1,0,0,0,0,0,1,1,0,0,0,0,0
"Chuột tốt nhưng có nắp đậy pin hơi lỏng nên khi đặt xuống hay di chuyển mạnh sẽ nghe kêu. Nhìn chung sản phẩm thích hợp với dân văn phòng và người làm việc khuya không muốn ảnh hưởng đến người xung quanh",1,0,0,0,0,0,0,0,0,0,0,0,0
"Mình thấy Tiki thường có thói quen mở sản phẩm trước của khách hàng. Như đã nói trong sản phẩm trước Tiki không nên làm vậy.",1,0,0,0,0,0,0,0,0,0,0,0,0
"Dòng chuột silent mouse ưa thích, ấn cực êm, gần như ko gây tiếng ồn.   Con lăn dùng thoải mái, không có dấu hiệu lỏng lẻo rung lắc.  Rất thích hợp với các bạn dùng chuột ban đêm không muốn ảnh hưởng đến bạn cùng phòng, hoặc dùng trong văn phòng tránh ồn ào đến đồng nghiệp.   Đã mua tổng cộng 4 chiếc dòng này, 3 chiếc tại Tiki, rất hài lòng.   Màu đỏ có vẻ hơi chói so với hình quảng cáo, nhưng màu xám rất đẹp, màu xanh chưa thử.",1,0,0,0,1,0,0,0,0,0,1,0,0
"Một sản phẩm rất tuyệt vời từ Logitech! Giá rẻ, thiết kế đơn giản tinh tế, chuột nhạy, click và lăn không nghe tiếng ;) Còn phần pin thì do mình mới mua nên cũng không chắc có sử dụng được 18 tháng như giới thiệu hay không.",1,0,0,0,1,1,1,0,0,0,0,0,0
"Cảm giác cầm tốt,nhưng tín hiệu usb yếu.nhiều lúc bấm rồi phải 1s đến 2s mới nhận lệnh.",1,0,0,0,0,0,0,1,0,0,0,0,0
"kiểu dáng đẹp, bấm rất nhẹ và êm, không có tiếng ồn khó chịu, xảm giác bấm rất tốt. tiki giao hàng nhanh",0,0,0,0,1,0,0,1,0,0,0,0,0
"Build khá chắc. Cầm ôm tay. Hàng chính hãng fpt cho bác nào định mua khỏi thắc mắc",1,0,0,0,0,0,0,0,0,0,0,0,0
"Chuột chất lượng tốt trong tầm giá. Mình làm design click chuột rất nhiều, hoặc dân văn phòng click chuột liên tục thì xài em này ok. Độ click hơi cứng xíu, chắc do mới, hành trình click của nút cuộn ngắn, click rồi mà cứ tưởng như chưa click luôn ấy. Có điều là cảm giác cầm nắm chưa đã và ôm trọn tay bằng Logitech B100.",1,0,0,0,1,1,0,1,0,0,0,0,0
"Chuột sử dụng Ok, nhạy, dễ sử dụng, rất hài lòng. Thanks!",1,0,0,0,0,0,0,1,0,0,0,0,0
"Giao sớm hơn dự đoán nên vui sớm. Chuột cầm thoải mái, bấm khá êm, âm thanh không quá to, độ bền thì chờ thời gian.",1,0,1,0,1,0,0,1,0,0,0,0,0
"Tiki giao hàng nhanh hơn dự kiến, đóng gói cẩn thận, thấy mn review tốt lại đc giảm giá nên mua, mình mới dùng được 2 tuần thấy cũng khá tốt",1,1,1,0,0,1,0,0,0,0,0,0,0
"Sài mượt, thiết kế tốt... nói chung là hài lòng với sp 😁",1,0,0,0,1,0,0,0,0,0,0,0,0
"Hình dễ thương, Chuột sử dụng ok, kích thước cũng vừa tay nhưng do trước đó mình sử dụng là cỡ vừa nên ban đầu ko quen cho mấy.",1,0,0,0,1,0,0,0,0,0,0,0,0
"tốt, màu sắc vấn còn tốt sau vài tháng sử dụng tốt, màu sắc vấn còn tốt sau vài tháng sử dụng tốt, màu sắc vấn còn tốt sau vài tháng sử dụng",1,0,0,0,1,0,0,0,0,0,0,0,0
"Mua 2 con ở cty 1, ở nhà 1, chuột nhạy, cầm vừa tay, màu sắc đẹp. Đồng nghiệp ở cty thấy thích nên nhờ mua dùm 1 con.",0,0,0,0,1,0,0,1,0,0,0,0,0
"Hình thức đẹp. ở Bắc chắc giao hàng chậm. mới dùng đc chưa đầy tháng đã bị dính chuột trái vs phải. Bực thật",0,0,0,0,1,0,0,1,0,0,0,0,0
"Chuột dùng rất tốt. Cầm rất vừa tay. Trên Tiki bán rẻ hơn chỗ khác",1,0,0,0,1,0,0,0,0,0,0,0,0
"Chuột dùng tốt, có 2 nút back và forward dùng rất tiện, có ai biết nút ở dưới bánh xe để lm gì k ????  4 sao vì chỗ để usb hơi bất tiện vì muốn lấy ra thì phải tháo pin.",1,0,0,0,1,0,0,0,0,0,0,0,0
"Mình mua mẫu gấu trúc. Hàng y hệt hình, rất đẹp và ưng ý. Cầm rất vừa tay. Do cũng ít dùng nên chưa nhận xét được là có chất lượng hay ko.",1,0,0,0,1,0,0,0,0,0,0,0,0
"Mình đặt mua mẫu như hình. Vừa nhận hàng hôm qua nhưng sáng nay mình mới mở ra dùng. Thì thấy hàng đã bị tháo seal rồi. Nhờ nhà cung cấp cho mình câu trả lời hợp lý nha",1,0,0,0,0,0,0,0,0,0,0,0,0
"Sản phẩm đẹp, giao hàng nhanh. Hqa đặt hnay đã có luôn nhưng khi mình sử dụng cắm cái kết nối với chuột vào xài đến lúc rút ra thì đc mỗi cái nhựa =,.= cái cổng vẫn còn cắm trong lap, hết hồn... k biết sử dụng đc bao lâu nữa là hỏng nếu cứ tình trạng như thế này :((( vì điểm trừ này nên đành phải đánh giá 2 sao! 😭😭😭",1,0,1,0,1,0,0,0,0,0,0,0,0
"Chuột cute dog, xinh quá, dùng ok. Tiki giao hàng siêu nhanh mới đêm đặt mà chiều đã thấy giao hàng rồi. Mình còn quên mất là mới đặt. Chuột xinh pin nhìn hịn giá 175k ok. Thấy th bạn lớp mình mua 330k năm ngoái tại shop ngoài, thích quá lên tiki tìm thì thấy đang sale 175k nên hốt luôn😂😂",1,0,1,0,1,1,1,0,0,0,0,0,0
"Mới sử dụng ngày đầu tiên, nhìn okay, nhạy, màu sắc tươi hơn hình trên web. Cho 5 sao.",1,0,0,0,1,0,0,1,0,0,0,0,0
"khá hài lòng, chuột nhạy. có điều cái usb dấu kĩ quá =))",1,0,0,0,1,0,0,1,0,0,0,0,0
"Chuột đẹp, xài ổn, có điều thiết kế chỗ để đầu usb ngáo quá, mỗi lần lấy phải tháo cả pin ra =))",1,0,0,0,1,0,0,0,0,0,0,0,0
"Đã sử dụng được hơn 3 tháng và rất hài lòng. Chuột hoạt động tốt, cắm USB nhạy, cầm chắc tay, và đỉnh nhất là hông đụng hàng.",1,0,0,0,1,0,0,1,0,0,0,0,0
"vừa test thử thì rất ưng. chuột cầm chắc tay. nhạy. nhưng cho mình hỏi chế độ bảo hành ntn với ạ. mình thấy ghi là bảo hành dựa vào số serial. thế nếu bị hỏng thì mình liên lạc với ai đc? và cách bảo hành là ntn?",1,0,0,0,1,0,0,0,0,0,0,0,0
"Mẫu mã đẹp, chất lượng tạm ổn vì mới dùng vài ngày. Tuy nhiên, để qua một ngày thì hôm sau phải tắt mở on/off chuột mới nhận lại tín hiệu",1,0,0,0,1,0,0,1,0,0,0,0,0
"Mình đặt chuột khi đang có chương trình giảm gần 50%, nên mình thấy mức giá 175k để sở hữu chuột là khá ổn. Xài được hầu hết trên các bề mặt, không cần dùng miếng đệm, có nút chức năng chỉnh độ nhạy của chuột, cầm vừa tay, mình thích cách thiết kế có 2 phần lõm vào cầm khá thoải mái. Chỉ có 2 nút bên hông theo mình tìm hiểu là nút back và forward, tuy nhiên vẫn chưa biết cách dùng. Nói chung là ổn ạ.",1,0,0,0,1,1,0,1,0,0,0,0,0
"Hàng đã mua chất lượng tốt cầm vừa tay rất chắc chắn hàng còn mới 100% nguyên seal sài rất đã tuy giao hàng hơi lâu nhưng rất đáng để chờ 5 sao thôi :D",1,0,1,0,0,0,0,0,0,0,0,0,0
"chào tiki, mình mua sản phẩm hồi tháng 10/2018, sử dụng được 3 tháng thì bật lên k có tín hiệu nữa, mình đã thay pin mới vẫn k có tín hiệu. Bây giờ mình muốn gửi bảo hành thì phải làm sao ạ",1,0,0,0,0,0,1,0,0,0,0,0,0
"Giao hàng nhanh hơn so với dự kiến, đóng gói đẹp, giá rẻ so với chất lượng.",0,1,1,0,0,1,0,0,0,0,0,0,0
"Vừa mua thôi nhưng xài rất ok, hình mẫu đẹp, chơi game cũng nhạy dù cầm có hơi nặng tay nhưng hồi cũng quen. Cổng nano cũng rất khôn khéo để ở ngăn thay pin nên mọi người có mua thì lưu ý nha. Hi vọng xài bền.  Còn Tiki giao hàng luôn đóng gói tốt nhưng giao có hơi lâu, và còn báo là đơn của mình sẽ đến muộn nhưng trong ngày hôm đó lại giao luôn.",1,1,1,0,1,0,1,0,0,0,0,0,0
"giao hàng rất nhanh..chuột rất đẹp ........đáng để mua",1,0,1,0,1,0,0,0,0,0,0,0,0
"Vỏ thì dính đầy bụi, chuột thì di đc 1 lúc lại đơ, thất vọng.",1,0,0,0,0,0,0,0,0,0,0,0,0
"tôi rất hài lòng về sản phẩm. Sản phẩm sử dụng rất tốt",1,0,0,0,0,0,0,0,0,0,0,0,0
"Hình trang trí đẹp mắt, độ nhạy cũng tốt nhưng dùng rất mỏi ngón tay cái",0,0,0,0,1,0,0,1,0,0,0,0,0
"Chuột hình đẹp, bắt mắt, sau một thời gian sử dụng vẫn chưa bay mất hình. Dùng khá nhạy, phù hợp cho việc thuyết trình.",1,0,0,0,1,0,0,1,0,0,0,0,0
"Mình cần mua gấp để đi làm nên đã chọn giao hàng 2h, Tiki giao rất nhanh và thậm chí còn giao vào Chủ nhật. Bạn giao hàng rất thân thiện và lịch sự  Chuột khá giống trong ảnh, trừ màu sắc có vẻ sáng hơn một chút (mình tưởng xanh đen mà hoá ra tím).  Có sẵn 1 cục pin, có nút on/off để tắt chuột khi không dùng. Chuột nhạy và dùng mượt.  Điểm trừ nho nhỏ là chỗ để cổng USB ngay cạnh pin, nên mỗi lần muốn lấy là phải tháo pin ra rồi mới lấy được, hơi bất tiện",1,0,1,0,0,0,1,1,0,0,0,0,0
"Nhìn chung tổng thể khá đẹp và dễ thương . Phần nano receiver thì để phía trong cục pin nên có thể làm một số bạn cảm thấy bối rối khi tìm nó. Khi cắm vào máy dùng rồi thì hơi khó để lấy nó ra đối với những bạn có mồ hôi tay như mình . Chuột dùng ổn không cần pad vẫn nhạy.",0,0,0,0,1,0,0,1,0,0,0,0,0
"Gio xai ko dc ne.help me please Xai ntn vay troi ko xai duoc",1,0,0,0,0,0,0,0,0,0,0,0,0
"Mình dùng được một thời gian rồi thì đến bây giờ ẻm vẫn dùng tốt, chuột khá nhạy để chơi game, lớp dán hổ con bên ngoài vẫn xinh tươi như hồi tớ mới nhận em ý về nha ^^, ảnh dưới tớ chụp ở trên lớp bằng laptop nên hơi dìm xíu ớ, chứ bên ngoài còn xinh hơn.  Trước tớ mua là 259k, thì theo như lời anh trai mình nói, con này 70k tao mua đầy -_-!! Làm mình deep mất 1s.  Bỏ qua về vấn đề giá thì chuột còn có cả nút back ở cạnh bên trái, nhưng mình dùng không nhiều, khá tiện để nghịch lúc rảnh thôi ha =)))",1,0,0,0,1,1,0,1,0,0,0,0,0
"Giao hàng cực nhanh, chuột nhìn cute phomaique lắm, ko bị bong tróc gì, cầm vừa tay. Tks shop",1,0,1,0,1,0,0,0,0,0,0,0,0
"Mình ordered lúc 3h, và giao hàng nhanh trong 2 tiếng nhưng đến 6h hơn mình mới nhận được. Cái này mình thông cảm được vì có thể do kẹt xe. Anh shipper thân thiện, dễ thương * Điều mình thích khi mở ra là : + nguyên seal, chứ không như những nhận xét khác là hàng bị bóc ra + tặng kèm đồ lót dày cộm + chuột kèm pin và cầm rất đã tay cực kì, chắc tay chứ k có nhẹ như mình nghĩ. Mình thấy có mấy bạn mua và complain là không kèm pin, điều này mình không rõ bên bộ phận giao hàng ra sao + khi mình thử chuột, chuột nhạy, dù tiếng hơi kêu lúc click nhưng nhìn chung oke, mình thử nút Back & Forward hoạt động ổn. Còn nút dưới bánh lăn thì mình đã thử xem nó có chỉnh nhạy nhanh không thì nó biểu hiện không rõ rệt lắm.  Tóm lại, mình cho 4.5***** cho chất lượng ^^",1,0,1,0,0,0,1,1,1,0,0,0,0
"Giao hàng của tiki không chê vào đâu được rồi.  Nhưng hàng gửi cho mình bên trong như kiểu để kho lâu ngày rồi, bụi bẩn nhiều quá.nên chỉ cho 4 sao thôi",0,1,1,0,0,0,0,0,0,0,0,0,0
"Minh nhan duoc hang sau 2 ngay Order. Nhung cho minh hoi chuot ko kem bao đựng nhu hinh ban ha ? Minh mua hinh Gấu LM115G",0,0,1,0,0,0,0,0,0,0,0,0,0
"Tạm thời mới biết ra sao. Nhưng, trước mắt thấy nhạy, mượt. Hài lòng, phù hợp tính cách kiểu dáng!!!",1,0,0,0,0,0,0,1,0,0,0,0,0
"chuột xài tốt nhưng k biết xài lâu hình sư tử có bị mờ k v shop",1,0,0,0,0,0,0,0,0,0,0,0,0
"Chuột dùng rất ổn. Kích cỡ thích hợp cho bạn nào tay nhỏ hoặc vừa. Tay mình hơi to nên cầm chưa hoàn toàn thoải mái. Nhưng nói chung dùng ok. Nút scroll lăn cảm giác tốt.",1,0,0,0,1,0,0,0,0,0,1,0,0
"Chuột vừa tay, bấm nhẹ, có thể chỉnh được độ nhạy DPI, được tặng lót chuột, hời hơn con logitech, đặc biệt hình rồng đẹp",0,0,0,0,1,0,0,0,0,0,0,0,0
"Chuột cute... nhưng mà buồn quá :(... vừa mới mua 260k h thì sale 199k buồn hết sức buồn :((",0,0,0,0,1,1,0,0,0,0,0,0,0
"10h đặt hàng, 11h nhận được, con chuột màu hồng  bao cute 😍😍😍",0,0,1,0,1,0,0,0,0,0,0,0,0
"Sản phẩm nhỏ gọn, thiết kế đáng yêu. Giao hàng nhanh.",0,0,1,0,1,0,0,0,0,0,0,0,0
"Sản phẩm giống như hình, bấm êm nói chung là ổn trong tầm giá. Đóng gói kĩ sẽ ủng hộ Tiki thêm nữa",1,1,1,0,0,1,0,0,0,0,0,0,0
"Tiki giao hàng nhanh, vì đang cần gấp nên mất chút phí khi chọn giao hàng 2h và chưa đến 2h thì hàng đã được giao đến. Chuột dễ thương, nhỏ gọn và khá vừa tay. Chuột cũng rất nhạy, đáng tiếc là tiếng click chuột khá to nên nhiều lúc hơi phiền.",0,0,1,0,1,1,0,1,0,0,0,0,0
"Chuột dễ thương, mình chọn mẫu số 5, cầm dễ dàng, di chuyển ko cần lót chuột trên bàn chạy ngon, điều chỉnh DPI thuận tiện, có nutt1 back forward dùng rất tiện lợi.  Pin thì dùng lâu mới nhận xét được.  Riêng màu thực tế thì đậm tối hơn màu đăng trên trang bán.  Nhìn chung hài lòng sản phẩm, tiki giao hàng nhanh (nửa ngày có)",1,0,1,0,1,0,1,0,0,0,0,0,0
"chuột siêu đẹp. rà siêu êm. giá siêu tốt. chỉ có điều thấy việc lấy cục kia ra gắn vô máy tính mà phải tháo pin ra mệt quá.",0,0,0,0,1,0,1,1,0,0,0,0,0
"Đẹp và vô cùng đáng yêu hihiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii",0,0,0,0,1,0,0,0,0,0,0,0,0
"1. Về mẫu mã, tui chọn chuột hình con Panda. Dễ thương lắm luôn á! Mua về mẹ với chị hỏi mày mấy tuổi rồi mà còn mê mấy cái này! Mấy nhỏ gái thì hỏi mua đâu thế! ^0^ 2. Giá cả khỏi phải bàn, Tiki bán rẻ hơn thị trường nhiều! Mở hàng ra thì phát hoảng với mấy cái nút bấm, nhiều quá à nha làm tui ấn tượng nhưng mắc mợt! 3. Về hiệu suất - khỏi chê, chuột hoạt động rất trơn tru mượt mà sảng khoái mát lạnh. Rất nhạy nữa chớ, để trên mặt kính em vẫn lướt phè phỡn. Đã dị còn được tặng 1 cục pin chất lượng! hê hê => Túm cái quần lại là chả có cái gì để chê hết trơn. Ai thích thì hốt em về đi nhoaaa!",1,0,0,0,1,1,1,0,0,0,0,0,0
"Vừa vặn tay dù tay mình nhỏ. Đẹp tốt. Được tặng mouse pad",1,0,0,0,1,0,0,0,0,0,0,0,0
"Cảm ơn Tiki!! Chất lượng sản phẩm rất tốt, đóng gói đẹp, giá cả hợp lý!!",1,1,0,0,0,1,0,0,0,0,0,0,0
"Tiki giao hàng 2h siêu nhanh luôn, nhận sản phẩm rất ưng - đẹp hơn hình nữa  Bé chuột ướt êm, cầm vừa tay, các nút thao tác dễ dàng, rất tiện  Đã vậy lại còn được tặng kem miếng lót chuột xịn - dày, êm, hí hí  Đà này chắc mần luôn 1 đàn, mỗi ngày xài 1 iem quá, kkk",1,0,1,0,1,0,0,1,0,0,0,0,0
"Chuột cực kì đẹp, xài mượt, cầm chắc tay. Miếng lót chuột được tặng kèm to, xài tốt.",0,0,0,0,1,0,0,1,0,0,0,0,0
"Hình thức giống ảnh, dễ thương. Sau vài ngày sử dụng thì thấy dùng cũng được, không có gì để phàn nàn.",1,0,0,0,1,0,0,0,0,0,0,0,0
"Nhận đc sớm hơn dự kiến 1 ngày. Đã từng mua con mèo ở chỗ khác tới tận 300k thêm phí ship 50k nữa. Lần này đặt ở tiki có 200k mà còn đc freeship thật sự rất thích nên tậu ngay về cho gấu 1 con. Sản phẩm thì khỏi phải nói y như hình cute cực kỳ",0,0,1,0,1,1,0,0,0,0,0,0,0
"Chuột mẫu mã dễ thương. Xài rất mượt mà, có 2 nút ở bên cạnh rất tiện dụng. Được tặng kèm miếng lót dày, mịn, đẹp.    Tiki giao hàng rất nhanh, mình đặt giao 2h mà khoảng 50p đã nhận được hàng rồi.    Nhìn chung là rất ưng ý, đáng đồng tiền bỏ ra. Điểm 10 cho cả chất lượng và dịch vụ của Tiki.",0,0,1,1,1,0,0,0,1,0,0,0,0
"Tổng thể chuột khá đẹp, nút hơi cứng tí, con lăn cuộn nhẹ, thích hợp cho mấy bạn tay nhỏ. :D",0,0,0,0,1,0,0,1,0,0,1,0,0
