"comment_content","Giao hang","Dong goi","Gia ban","Thiet ke","Chat luong san pham","Cham soc khach hang","Do nhay"
"mình mua ngay đợt sale nên đơn hàng bị giao trễ vài ngày mình làm đồ hoạ nên chuột phù hợp chất lượng ổn tuy nhiên chuột khá to và nặng dùng lâu gây mỏi tay dùng  tuần rồi vẫn chưa quen ",1.0,0.0,0.0,1.0,1.0,0.0,0.0
"ngon hàng đẹp  hộp đẹp giao hàng cũng nhanhđóng gói rất cẩn thận",1.0,1.0,0.0,1.0,0.0,0.0,0.0
"chuột nhỏ nhắn xinh xắn đáng yêu  cầm rất vừa tay sử dụng được mấy hôm và thấy rất êm quà thì cực tốt thêm nữa tiki giao hàng nhanh gọn nhân viên rất lịch sự",1.0,0.0,0.0,1.0,0.0,0.0,0.0
"chất liệu vỏ chuột cầm cho cảm giác cầm khá thoải mái chuột hơi bị nhẹ quá ko hợp chơi game thương hiệu logitech trên tay cũng rất tin tưởng",0.0,0.0,0.0,1.0,0.0,0.0,0.0
"hang thi đc nhung chu shop ban thi chảnh qua",0.0,0.0,0.0,0.0,1.0,1.0,0.0
"chuột dùng rất ổn kích cỡ thích hợp cho bạn nào tay nhỏ hoặc vừa tay mình hơi to nên cầm chưa hoàn toàn thoải mái nhưng nói chung dùng ok nút scroll lăn cảm giác tốt",0.0,0.0,0.0,1.0,1.0,0.0,0.0
"sản phẩm giống mô tả và tốt hơn mong đợi đóng gói hàng rất kỹ và chắc chắn   chất lượng cần thời gian mới biết được",0.0,1.0,0.0,0.0,1.0,0.0,0.0
"mình mới mua hôm  do sử dụng ko quen bằng con chuột cũ nên muốn bán lại giá k cho ai cần thích hợp cho ai thích chơi fps lol nhắn tin hoặc gọi có zalo  không ba bảy ba chín sáu sáu tám chín bảy",0.0,0.0,0.0,1.0,0.0,0.0,0.0
"nhạy mẫu đúng như hình có đèn nhìn rất đẹp shop pickup hàng khá nhanh",1.0,0.0,0.0,0.0,1.0,0.0,1.0
"tin dùng logitech đó giờ nên về chất lượng không lăn tăn chuột êm vừa tay mượt ít ồn kết nối bluetooth ổn bánh lăn hơi ồn xíu",0.0,0.0,0.0,0.0,1.0,0.0,1.0
"shop hết hàng nên lấy hàng từ bên ngoài sản phẩm box đã cài google mail cũng giao cho khách  box x được giao không cùng chủng loại khi nhận hàng không được mở gói kiểm tra",1.0,0.0,0.0,0.0,1.0,0.0,0.0
"sản phẩm giống mô tả và tốt hơn mong đợi chất lượng sản phẩm xuất sắc đóng gói hàng rất kỹ và chắc chắn shop phục vụ cực kỳ nhiệt tình   vừa nhận đc hàng chuột vừa tay rất nhạy shop nhiệt tình đóng gói chắc chắn",0.0,1.0,0.0,1.0,1.0,1.0,0.0
"sp cầm rất chắc chắn hoạt động nhạy êm ổn định nên trang bị thêm tấm lót chuột",0.0,0.0,0.0,1.0,0.0,0.0,1.0
"kết nối nhanh  chế độ kết nối t mình thích sử dụng bluetooth có điều khi kết nối trên windows  phải bật quét bluetooth và nhấn giữ  giây nút dưới bụng chuột để máy tính thấy",0.0,0.0,0.0,0.0,0.0,0.0,1.0
"tạm thời mới biết ra sao nhưng trước mắt thấy nhạy mượt hài lòng phù hợp tính cách kiểu dáng",0.0,0.0,0.0,0.0,1.0,0.0,1.0
" cáp kết nối xài ok  chuột bosston mua màu vàng shop giao màu xanh  thời gian giao hàng lâu",1.0,0.0,0.0,0.0,0.0,0.0,0.0
"chất lượng sản phẩm xuất sắc đóng gói hàng rất kỹ và chắc chắn   ",0.0,1.0,0.0,0.0,1.0,0.0,0.0
"sản phẩm đẹp bao bì đóng gói cẩn thận sài khoản tuần nay thấy êm tay nút click êm nhẹ nên nhiều khi chưa quen hay bấm nhầm ",0.0,0.0,0.0,1.0,0.0,0.0,1.0
"mong là sẽ sử dụng tốt  hiện tại cảm thấy rất ok  bấm rất êm ",0.0,0.0,0.0,0.0,1.0,0.0,1.0
"không biết có bền như m không còn mới nên chưa dám quăng thử ban đầu hơi sượng do êm quá",0.0,0.0,0.0,0.0,1.0,0.0,1.0
"chuột khá nhạy không nghe tiếng click nhưng khá bực bội vì tiki giao sản phẩm đã bị khui sẵn không biết có phải để kiểm tra hay là sản phẩm ai đó trả lại và tiki giao qua mình và cục pin có sẵn trong chuột cũng bị cạn rồi nên ban đầu không test chuột được phải đi kiếm pin khác bỏ vô cảm thấy phiền",0.0,0.0,0.0,0.0,0.0,0.0,1.0
"mua g thì hơi to và nặng mua con razer atheris thì lại nhỏ quá cuối cùng mua g thì vừa tay tuy nhiên nắp pin khá ọp ẹp không có nam châm như  con kia mà tháo ra đậy vào cũng hơi khó midle click thì hơi nặng hơn model có dây là g",0.0,0.0,0.0,1.0,0.0,0.0,1.0
"tiki giao hàng nhanh  tiếng là đã nhận được rồi sản phẩm của logitech thì yên tâm về chất lượng chuột cầm ôm tay hoạt động ổn định trong nhiều giờ silent mode không có tiếng click là điểm cộng lớn chuột đã có sẵn pin do hãng cung cấp phù hợp làm việc môi trường design cải thiện workflow cũng như thao tác nhanh bên cạnh sử dụng pad và bảng vẽ",1.0,0.0,0.0,1.0,1.0,0.0,0.0
"sản phẩm giống mô tả và tốt hơn mong đợi   giao hàng nhanh sử dụng tốt dùng được nhiều thiết bị khác nhau chưa biết có bền hay k",1.0,0.0,0.0,0.0,1.0,0.0,0.0
"shop phục vụ cực kỳ nhiệt tình   chuột ok chỉ mỗi cái shop ko cho pin",0.0,0.0,0.0,0.0,0.0,1.0,0.0
"chuột dùng rất êm và vừa tay click hầu như không nghe tiếng phím tắt chỉnh được nhiều tùy chọn hữu ích  điểm trừ duy nhất là chuyển sang kết nối bằng bluetooth thì khá lag còn kết nối bằng usb vẫn rất tốt giao hàng nhanh tuy nhiên hướng dẫn sử dụng đi kèm còn khá sơ sài mình phải lên mạng search thêm hướng dẫn sử dụng",1.0,0.0,0.0,0.0,1.0,0.0,1.0
"bàn phím vừa nhận đã có hiện tượng bong góc cần được bảo hành hoặc đổi trả sp mới",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"hiện tại em g này em đã sử dụng được  tháng rồi không thấy lỗi hay vấn đề gì về tốc độ em khuyên mấy bác nên chọn con này ngon bổ rẻ",0.0,0.0,0.0,0.0,1.0,0.0,1.0
"tiki giao hàng sớm hơn dự kiến sản phẩm như mô tả hộp không bị móp méo tem digi đầy đủ chuột còn mới fit không bị trầy kết nối nhanh dễ sử dụng dùng vài tiếng có thể làm quen được",1.0,1.0,0.0,0.0,0.0,0.0,1.0
"em này đã quá nổi tiếng rồi nên mình cũng không muốn nói nhiều cầm đầm tay kết nối luôn ổn định và đặc biệt thì pin rất trâu từ hồi mua đến giờ hơn  tháng nhưng mình chỉ sạc đúng  lần thôi và mình sử dụng hằng ngày từ sáng đến tối d",0.0,0.0,0.0,1.0,0.0,0.0,1.0
"sử dụng aow bộ thấy okko biets có chế độ gost key k shop",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"hàng  này đến nay vẫn chưa giao nhưng xác nhận là đã giao đề nghị shop kiểm tra lại bên giao hàng có gian dối gì ko",1.0,0.0,0.0,0.0,0.0,0.0,0.0
"mình dùng được một thời gian rồi thì đến bây giờ ẻm vẫn dùng tốt chuột khá nhạy để chơi game lớp dán hổ con bên ngoài vẫn xinh tươi như hồi tớ mới nhận em ý về nha  ảnh dưới tớ chụp ở trên lớp bằng laptop nên hơi dìm xíu ớ chứ bên ngoài còn xinh hơn  trước tớ mua là k thì theo như lời anh trai mình nói con này k tao mua đầy  làm mình deep mất s  bỏ qua về vấn đề giá thì chuột còn có cả nút back ở cạnh bên trái nhưng mình dùng không nhiều khá tiện để nghịch lúc rảnh thôi ha ",0.0,0.0,1.0,1.0,1.0,0.0,1.0
"sản phẩm tương đối giống mô tả chất lượng sản phẩm tương đối tốt đóng gói hàng cẩn thận shop phục vụ chấp nhận được   ",0.0,1.0,0.0,0.0,1.0,0.0,0.0
"mình đặt mua  chuột không dây màu đỏ có kèm dịch vụ h p sau khi đặt đã nhận được sản phẩm sản phẩm đang dùngthấy oke chưa có lỗi gì",1.0,0.0,0.0,0.0,1.0,0.0,0.0
"tiki giao hàng nhanh như gió  chuột mới xài thử nhạy  ok",1.0,0.0,0.0,0.0,0.0,0.0,1.0
"hàng đúng mô tả nhưng mình không biết phải làm sao để có thể kết nối với tv đc nho sop hướng dẫn cho mình với nhé",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"đây đã là con m thứ  mình mua khá hài lòng về giá thành cũng như chất lượng sản phẩm",0.0,0.0,1.0,0.0,1.0,0.0,0.0
"chào  xin giải thích tại sao số sn và pn trên bao bì khác với các số sn và pn trên thân chuột  có phải bên bán đã bỏ nhầm model nào khác vào bao bì chuột m   xem hình kèm theo để rõ hơn",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"giao hang nhanh đong goi cân thân chât lương san phâm tôt day re chuôt kha êm đương chi may ti mi cam ơn tiki ",1.0,1.0,0.0,0.0,1.0,0.0,1.0
"chất lượng sản phẩm xuất sắc đóng gói hàng rất kỹ và chắc chắn   hang dep ben nut bam nhay rat thikx ne",0.0,1.0,0.0,0.0,1.0,0.0,1.0
"chuột nhạy pin rất bền từ lúc mua đến giờ cũng mấy tháng rồi mà chưa phải thay pin",0.0,0.0,0.0,0.0,0.0,0.0,1.0
"sản phẩm giống mô tả và tốt hơn mong đợi chất lượng sản phẩm xuất sắc đóng gói hàng rất kỹ và chắc chắn shop phục vụ cực kỳ nhiệt tình   giao hang nhanh  rat dang tien chi co cai lhac mau thoi",0.0,1.0,0.0,0.0,1.0,1.0,0.0
"sản phẩm dùng tốt mua đc mấy tháng rồi nay mới lên review  nói chung hàng của logitech thì ko nghi ngờ gì cực kì hài lòng tiki giao hàng h rất nhanhhh",1.0,0.0,0.0,0.0,1.0,0.0,0.0
"chuột rất nhạy giao hàng nhanh  đóng gói đẹp rất hài lòng",1.0,1.0,0.0,0.0,0.0,0.0,1.0
"tiki giao hàng nhanh hơn dự kiến đóng gói cẩn thận thấy mn review tốt lại đc giảm giá nên mua mình mới dùng được  tuần thấy cũng khá tốt",1.0,1.0,1.0,0.0,1.0,0.0,0.0
"giao hàng nhanh  nên rất lớn thoải mái khi rê chuột  cạnh đk khâu lại nên khó có thể bong lóc ủng hộ tiki nhiều",1.0,0.0,0.0,1.0,0.0,0.0,0.0
"chuột cầm vừa tay nhạy xe chuột êm mới nhận được hàng sáng nay xong mua ở phucnguyen",0.0,0.0,0.0,1.0,1.0,0.0,0.0
"minh nhan duoc hang sau  ngay order nhung cho minh hoi chuot ko kem bao đựng nhu hinh ban ha  minh mua hinh gấu lmg",1.0,0.0,0.0,0.0,0.0,0.0,0.0
"sản phẩm giống mô tả và tốt hơn mong đợi chất lượng sản phẩm xuất sắc đóng gói hàng rất kỹ và chắc chắn   ",0.0,1.0,0.0,0.0,1.0,0.0,0.0
"cao su dày có viền nhìn có vẻ chắc chắn nhưng một góc bẹ méo nên ",0.0,0.0,0.0,1.0,1.0,0.0,0.0
"chuột giá rẻ dây khá dài và dùng bền hài lòng khi mua sản phẩm này thanks tiki",0.0,0.0,1.0,0.0,1.0,0.0,0.0
"tuyệt vời chỉ là bốc seal trước thồi mà ok chứ bộ hdhdhdhdhhdhfhfhdhfhdhdhdhhfhfhfhf",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"chuột giá rẽsử dụng tốtđộ nhạy chưa tốt cho lắm",0.0,0.0,1.0,0.0,1.0,0.0,1.0
"mới sử dụng mọi thứ đều ổn chuột nhạy cảm biến laser nên ko có đèn sáng bên dưới hy vọng con lăn ở giữa sẽ bền  tiki giao hàng nhanh và cẩn thận",0.0,0.0,0.0,0.0,1.0,0.0,1.0
"sáng nay mới nhận em này về mà không thấy có tem bảo hành gì hết không biết có vấn đề thì bảo hành sao đây ",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"đặt hàng tối hôm qua  thì trưa  tiki đã giao hàng  mặc dù lúc đặt hàng nói là  mới giao dịch vụ giao hàng cũng rất ok về sản phẩm thì hài lòng build tốt cảm giác click ok hơi nhẹ do mình đang dùng con g qua con này thấy nhẹ quá dây hơi cứng chắc tại mới d nói chung chất lượng tuyệt vời trước có nghiên cứu con này với con logitech mr nhưng sau cùng quyết định mua con này hihi mình có đính kèm ảnh thực tế bên dưới có chụp  tấm so sánh với g đang dùng",1.0,0.0,0.0,0.0,1.0,0.0,1.0
"cảm nhận đầu tiên khi cầm vào chuột rất chắc tay đằm và độ trễ rất thấp kích thước cũng rất vừa vặn nằm gọn trong tay mình cho cảm giác cầm nắm rất ok  về phần mềm thực sự hỗ trợ đến tận răng mọi phím trên chuột có thể thay đổi chức năng linh hoạt tuỳ biến khác nhau theo từng chương trình  điều mình thích nhất ở chuột này là pin có thể sạc được và một lần sạc có thể dùng hơn  tháng quá đã",0.0,0.0,0.0,1.0,0.0,0.0,1.0
"sản phẩm chỉ hơi giống mô tả   trên hộp ghi có viên pin aa  mà giao shop đã lấy ra không giao cho khách có một sự không trung thực",0.0,0.0,0.0,0.0,1.0,1.0,0.0
"hàng giao thiếu cổng usb đã gửi yêu cầu đổi trả trước giờ đều rất hài lòng và yên tâm khi đặt hàng trên tiki đây là lần đầu m thấy xảy ra tình trạng này và rất muốn biết tiki sẽ xử lý như thế nào khi đã gửi yêu cầu đổi trả ",1.0,0.0,0.0,0.0,0.0,0.0,0.0
"giao hàng nhanh sp đúng mô tả",1.0,0.0,0.0,0.0,1.0,0.0,0.0
"sản phẩm giống mô tả và tốt hơn mong đợi chất lượng sản phẩm xuất sắc đóng gói hàng rất kỹ và chắc chắn shop phục vụ cực kỳ nhiệt tình   ok",0.0,1.0,0.0,0.0,1.0,0.0,0.0
"khi nhận sản phẩm đã phát hiện ra sản phẩm đã bị khui từ trước và có vết dán băng dính dán lại giật mình thì mình mới check lại số seri thì phát hiện số seri trên con chuột ko trùng với số seri ghi trên vỏ hộp sau đó có chụp lại hình như ảnh có gọi điện cho hotline của tiki và hỏi về vấn đề và đc nhân viên của shop trả lời rằng  logitech việt nam chưa lưu data số seri của sản phẩm để check lại và có nói là có email trả lời về sự việc này nhưng nội dung email chả liên quan gì đến vấn đề về số seri ko trùng nhau này cả thấy vô lý  nhân viện cũng trả lời lý lẽ rằng sự khác biệt về số seri như vậy là bình thường các sản phẩm khác của logitech cũng giống vậy nhân viên shop đảm bảo  là hàng chính hãng ok hàng có thể chính hãng nhưng ko còn là sản phẩm mới có thể bị thay thế hay sữa chữa người mua có thể ko biết dc vậy thì shop lấy gì ra đảm bảo   phê bình dịch vụ  giao hàng trễ đặt hàng  đến  mới nhận dc có gọi hotline  lần  lần ko thấy ai nghe máy lần thứ  mới dc phản hồi  sản phẩm có số seri ko trùng với seri ghi trên bao bì sp vì bất kì lý do gì cũng nên check và đổi lại cho khách hàng chứ ko phải bắt kh nhận sp đã bị khui hộp và ko trùng số seri  hãy cẩn thận khi mua hàng tại   npp it chính hãng",1.0,0.0,0.0,0.0,1.0,1.0,0.0
"chuột siêu đẹp rà siêu êm giá siêu tốt chỉ có điều thấy việc lấy cục kia ra gắn vô máy tính mà phải tháo pin ra mệt quá",0.0,0.0,0.0,1.0,0.0,0.0,1.0
"sản phẩm giống mô tả và tốt hơn mong đợi đóng gói hàng rất kỹ và chắc chắn   người giao hàng niềm nở vui vẻ check mở hộp thì có vài cục muốt chống sốc hàng thì như hình chưa biết sử dụng ra sao nhưng cho quả sao coi như ủng hộ vậy",0.0,1.0,0.0,0.0,0.0,1.0,0.0
"giao hàng nhanh đóng gói cẩn thận sản phẩm đẹp giống mô tả mẫu mã đẹp tiện lợi sử dụng chỉ có điều phím click hơi nặng và chuột nhỏ nên hơi mỏi tay nút cuộn nhẹ như không",1.0,1.0,0.0,1.0,0.0,0.0,1.0
"lần mua và nhận hàng nhanh nhất của tiki  đặt mua hôm qua mà sáng nay đã có luôn   cho tiki  còn về sản phẩm thì không ngờ nó to đến vậy  dày dặn đường may đẹp giá cả phải chăng   cho sản phẩm ",1.0,0.0,1.0,1.0,1.0,0.0,0.0
"sau khoang hơn nưa năm minh xin nhân xet vê con  như sau chuôt ngon dung rât tôt đê chơi game nhưng gân đây dung thi no dơ chưng bi dbclick trai rât kho chiu",0.0,0.0,0.0,0.0,1.0,0.0,1.0
"sản phẩm bị lỗi mình gửi đổi lâu rồi mà k thấy hồi âm",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"sản phẩm giống mô tả   chưa sử dụng nhug thấy cũng đẹp",0.0,0.0,0.0,1.0,1.0,0.0,0.0
"giao hang đung thơi han nhưng chât lương hang chưa tôt lăm  nút bấm hơi bị kẹt",1.0,0.0,0.0,0.0,1.0,0.0,0.0
"chuột vừa tay mua lại vì giá rẻ hơi tốn pin nhưng cũng được rồi xài cũng êm",0.0,0.0,1.0,1.0,1.0,0.0,0.0
"đóng gói hàng rất kỹ và chắc chắn   ok",0.0,1.0,0.0,0.0,1.0,0.0,0.0
"sản phẩm nhỏ gọn đep rất chắc tay lướt khá mượt thanks shop",0.0,0.0,0.0,1.0,0.0,0.0,1.0
"sản phẩm tương đối giống mô tả chất lượng sản phẩm tương đối tốt shop phục vụ chấp nhận được   chọn màu đen nhưng shop gửi màu trắng",1.0,0.0,0.0,0.0,1.0,0.0,0.0
"giao hàng nhanh đóng gói đẹp  chuột dễ thương được tặng miếng lót dày to êm mịn  nói chung là rất hài lòng",1.0,1.0,0.0,0.0,0.0,0.0,0.0
"sản phẩm giống mô tả và tốt hơn mong đợi chất lượng sản phẩm xuất sắc đóng gói hàng rất kỹ và chắc chắn shop phục vụ cực kỳ nhiệt tình   chuột ko có nút tắt mở",0.0,1.0,0.0,0.0,1.0,0.0,0.0
"mua sạc dell đc vaio xịn và rẻ hơn",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"chuột đẹp nút bấm êm kết nối với mánh tính nhanh tôi hài lòng với sản phẩm này",0.0,0.0,0.0,1.0,0.0,0.0,1.0
"đặt mua và thanh toán lần đầu qua zalopay nên tổng cộng được giảm   giao hàng nhanh h nữa nên chỉ sau  tiếng là nhận được",1.0,0.0,0.0,0.0,0.0,0.0,0.0
"chất lượng tốt trong tầm giá này sẽ mua thêm khi cần",0.0,0.0,1.0,0.0,1.0,0.0,0.0
"shop phục vụ cực kỳ nhiệt tình   tốt",0.0,0.0,0.0,0.0,0.0,1.0,0.0
"em không hiểu thấy ngta mở hộp trên mạng có chữ plus sao của em chẳng có",1.0,0.0,0.0,0.0,0.0,0.0,0.0
"tiki giao hàng không kiểm tra sản phẩm giao chuột mà không có con chíp làm sao mà sử dụng đề nghị bộ phận đóng gói cẩn thận hơn",0.0,1.0,0.0,0.0,1.0,0.0,0.0
"tiki giao hàng rất nhanh chuột nhỏ gọn xài rất nhạy  led đổi màu rất đẹp có thể để đổi nhiều màu hoặc cài đặt màu để led một màu cũng được  với tầm giá này thì đây là sự lựa chọn tốt nhất",1.0,0.0,1.0,0.0,1.0,0.0,1.0
"miếng lót dày hoạ tiết đẹp viền may ok đóng gói và giao hàng nhanh",1.0,1.0,0.0,0.0,1.0,0.0,0.0
"giao hàng đúng giờ tuy vậy không báo trước và lại dừng bên kia đường để khách phải băng qua đóng gói kỹ càng có dán tem bảo hành trên sản phẩm chuột khá nhạy so với dòng không dây hơn nữa có thể dùng được trên nhiều bề mặt kể cả kính có khả năng kết nối đến  thiết bị cùng  lúc và chuyển dữ liệu qua lại một cách dễ dàng nút scroll có  chế độ cuộn khác nhau khá lạ tay điểm trừ duy nhất là nhấn nút scroll không có chức năng chuột giữa mà là dùng để chuyển chế độ scroll muốn dùng chuột giữa phải thiết lập bằng phần mềm của logitech",1.0,1.0,0.0,0.0,0.0,0.0,1.0
"dày và có bọc viền mùi cao su mất sau vài ngày sử dụng",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"giao hang châm hơn  ngay  ban phim đep đong hôp nhin đep ban phim ko đôi mau dc chuôt thi đôi mau",1.0,1.0,0.0,1.0,0.0,0.0,0.0
"đóng gói hàng không cẩn thận   chất lượng rất tệ sài mấy bữa đã hư",0.0,1.0,0.0,0.0,1.0,0.0,0.0
"chuột quá ngon trong tầm giá giao hàng sớm hơn dự kiến tóm lại là tuyệt vời",1.0,0.0,1.0,0.0,1.0,0.0,0.0
"sản phẩm giống mô tả và tốt hơn mong đợi chất lượng sản phẩm xuất sắc đóng gói hàng rất kỹ và chắc chắn shop phục vụ cực kỳ nhiệt tình   chuột đẹp dùng rất thích",0.0,1.0,0.0,1.0,1.0,0.0,0.0
"đóng gói hàng không cẩn thận   đóng gói nhìn như hộp rác pin k có làm ăn k đâu vào đâu kém",0.0,1.0,0.0,0.0,0.0,0.0,0.0
"chuột thì dùng ok lướt rất êm click nghe tiếng rất nhỏ mà vẫn giữ được cảm giác click như chuột bình thường tuy nhiên dưới đế chuột mình thấy bị xước khá nhiều mình nghĩ là do kĩ thuật ngta lấy ra test trước khi gửi cho khách nhưng chắc test không cẩn thận nên bị xước khá nhiều nhìn hơi khó chịu nhưng tạm bỏ qua cho  sao",0.0,0.0,0.0,0.0,1.0,0.0,1.0
"được tặng kèm pin kiềm dùng hơn  tháng vẫn chưa sụt tí pin nào  mình dùng ở chế độ thường  chế độ thường có chất lượng ngang loại chuột có dây xịn  bản thân mình k thấy sự khác biệt giữa  chế độ chơi game vẫn nuột cá nhân mình thích loại chuột này hơn mấy loại phải sạc vì mấy loại đó nhanh hết pin rất bực",0.0,0.0,0.0,0.0,1.0,0.0,1.0
"đóng gói hàng cẩn thận chắc chắn shop phục vụ khá tốt   ",0.0,1.0,0.0,0.0,0.0,1.0,0.0
"tổng thể chuột khá đẹp nút hơi cứng tí con lăn cuộn nhẹ thích hợp cho mấy bạn tay nhỏ d",0.0,0.0,0.0,1.0,0.0,0.0,1.0
"ôi xinh quá xinh  chuột bé bé xinh xinh cầm rất vừa tay tuy nhiên nếu các bạn nam xài thì có vẻ sẽ nhỏ  bao bì có hơi dơ và cũ chắc do tiki bóc sản phẩm ra để dán tem bảo hành  dơ bên ngoài thôi chứ chuột ko bị trầy xước tẹo nào vẫn cưng ",0.0,0.0,0.0,1.0,0.0,0.0,0.0
"chất lượng sản phẩm khá tốt   giao hàng quá lâu tận  ngày mới nhận được",1.0,0.0,0.0,0.0,1.0,0.0,0.0
"sản phẩm quá ưng ý thiết kế đẹp hàng chính hãng click nhẹ nhàng chuột cầm vừa tay trọng lượng vừa đủ không gây mỏi trước giờ mình vẫn thích nhất hàng của logitech này d",0.0,0.0,0.0,1.0,0.0,0.0,1.0
"ghi là dùng pin aa mở ra là  pin aaa",0.0,0.0,0.0,0.0,0.0,0.0,0.0
" thời gian giao hàng cực nhanh dự kiến h mà chỉ gần hp đã nhận được hàng   hà đóng gói cẩn thận   chuột siêu dễ thương cầm vừa tay màu sắc đẹp hai nút bên hông rất tiện dụng cho duyệt web và làm việc sản phẩm được tặng kèm miếng lót chuột kh",1.0,1.0,0.0,1.0,0.0,0.0,0.0
"giá gấp  lần nhưng chưa thấy rõ được sự vượt trội trong trải nghiệm sử dụng so với fuhlen l chuột nhẹ hơn và cầm lâu mỏi tay hơn do to hơn về dịch vụ của tiki mặc dù đây là lần đầu mua hàng lại thanh toán luôn bằng thẻ nhưng thời gian giao hàng sai dự kiến dự kiến giao vào ngày  nhưng đến trưa  hàng mới về đến kho mình ko đến lấy chắc phải  mới giao hàng mất cũng ko có cuộc gọi thông báo nào nếu mình chọn thanh toán cash on delivery thì còn chấp nhận được trước toàn mua shopee và lazada những điều vừa kể trên làm cho mình đắn đo khi mua hàng ở tiki ở lần tiếp theo",1.0,0.0,1.0,1.0,0.0,0.0,0.0
"chuẩn khỏi chinhe chuột bấm êm quá chế đọ bt quá nhanh",0.0,0.0,0.0,0.0,1.0,0.0,1.0
"thấy có vài bạn nói bị vênh này kia nhưng mình thấy rất ok bấm êm dù k phải là im lặng hoàn toàn nhưng đã đỡ khó chịu hơn những loại khác rồi đáng tiền",0.0,0.0,0.0,0.0,1.0,0.0,1.0
"vừa mở hộp đã thấy thế này không biết có phải hàng cũ không ",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"thích cực kì lần đầu tiên sử dụng chuột bấm mà không còn kêu cạch cạch sướng tay phết hơi buồn chút là canh sale mà bị hụt suýt nữa thì được mua sale chỉ còn k ",0.0,0.0,1.0,0.0,0.0,0.0,0.0
"sản phẩm như hình giao hàng nhanh",1.0,0.0,0.0,0.0,0.0,0.0,0.0
"mình mua về thì đầu tiên là chụp hình lại lúc còn đang bọc sau đó quay video quá trình bóc để lỡ có thiếu còn dễ đòi xong mình quay cả quá trình test   test đèn led bàn phím và chuột lên bình thường bàn phím không đổi màu  nhấn nút sl để sáng đèn  chuột tự đổi màu  test hoạt động nút mình dùng phần mềm test key board để kiểm tra thì  không bị liệt  rất may    test độ nảy thời gian phản hồi độ nảy thì không đồng đều có một vài nút độ nảy kém ấn hẳn xuống mới nhận  của mình dính nút enter  shift back các nút còn lại thì ổn   chuột bấm được nhạy không liệt nút chuyển đổi tốc độ con trỏ   mức  dùng được   vẻ ngoài nút khá cao nên trước ai dùng phím chìm như mình sẽ phải làm quen lúc đầu bấm êm k tạo tiếng động lớn tổng thể chắc chắn đẹp mắt chuột hơi to  ai tay nhỏ sẽ khó sử dụng  sử dụng nên mua cả lót chuột nữa nhé mình thấy có gian hàng tặng lót lẽ ra mình nên mua ở đó đỡ phải đặt thêm ở chỗ khác dây khá ngắn nên không thoải mái hoàn toàn được chuột bấm không êm hơi cứng  vẫn nhạy nhé   tổng kết bàn phím ở mức chấp nhận được ai chỉ cần sử dụng đc k cần sướng thì mua ai muốn trải nghiệm thật tốt thì không nên mua nên mua ở tầm giá cao hơn nếu vẫn mua thì hãy quay video quá trình bóc sp và test như mình gặp phải trường hợp sau thì trả hàng hoàn tiền hoặc đổi trả nếu muốn liệt nút không đèn thiếu chuột hỏng chuột hàng xước bụi bẩnsản phẩm của mình đóng trong  cái hộp đã từng bị dán có thể chủ hàng nhập về từ tq xong họ mở ra test nên vậy mong không phải hàng trả lại từ ai đó đến đây là kết thúc hi vọng nhận xét này có ích với các bạn giúp các bạn quyết định",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"tốt với giá cả",0.0,0.0,1.0,0.0,1.0,0.0,0.0
"sản phẩn ổn nhưng dán tem hơi kỳ dễ rách và bong tróc k biết lúc bảo hành thì sao",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"mình mới mua về dùng thấy cực kì hài lòng luôn bình thường không quen mua hàng điện tử online mà thấy review tốt nên mua thử trc đây  tháng mua con chuột genius k owr tgdd mà nay hư rồi dùng cũng ko thấy nhạy bằng con này nữa nhìn chung thì chuột rất nhạy nhẹ và vừa tay cầm nên dễ mang theo và sử dụng",0.0,0.0,0.0,1.0,1.0,0.0,1.0
"mình cực kì hài lòng về sản phẩm này giá vừa phải xài rất êm click ko có tiếng luôn ak đây là sản phẩm chất lượng",0.0,0.0,1.0,0.0,1.0,0.0,0.0
"chât lương san phâm ônđô ôn click thâp nut cuôn cho cam giac không qua chăc chăn",0.0,0.0,0.0,1.0,1.0,0.0,0.0
"đẹp và vô cùng đáng yêu hihiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii",0.0,0.0,0.0,1.0,0.0,0.0,0.0
