,comment_content,Chat Luong San Pham,Dong goi,Giao hang,Cham soc khach hang,Thiet ke,Gia Ban,Pin,Do Nhay,Phu Kien,Nut Power,Con Lan,Ket Noi,Phi Ship
193,hàng chính hãng giá rẻ,1,0,0,0,0,1,0,0,0,0,0,0,0
194,đóng gói hàng rất kỹ và chắc chắn chưa mượt lắm dùng tạm được,0,1,0,0,0,0,0,1,0,0,0,0,0
195,giao không dung hang,0,0,1,0,0,0,0,0,0,0,0,0,0
196,không học được lệnh remote tivi panasonic,1,0,0,0,0,0,0,0,0,0,0,0,0
197,thái độ phục vụ của cửa hàng không nhiệt tình,0,0,0,1,0,0,0,0,0,0,0,0,0
198,chuột rất nhạy nút bấm nhẹ,0,0,0,0,0,0,0,1,0,0,0,0,0
199,chuot chạy rất mượt,0,0,0,0,0,0,0,1,0,0,0,0,0
200,chuột thì ok nhưng pin kèm theo xài không được chuột xài pin 2a mà đưa pin 3a,1,0,1,0,0,0,1,0,0,0,0,0,0
201,sản phẩm giống mô tả và tốt hơn mong đợi chất lượng sản phẩm xuất sắc đóng gói hàng rất kỹ và chắc chắn cửa hàng phục vụ cực kỳ nhiệt tình hàng xài ok rất nhạy,1,1,0,1,0,0,0,0,0,0,0,0,0
202,sản phẩm giống mô tả và tốt hơn mong đợi chất lượng sản phẩm xuất sắc đóng gói hàng rất kỹ và chắc chắn cửa hàng phục vụ cực kỳ nhiệt tình sản phẩm tốt,1,1,0,0,0,0,0,0,0,0,0,0,0
203,sản phẩm giống mô tả và tốt hơn mong đợi thời gian giao hàng nhanh,1,0,1,0,0,0,0,0,0,0,0,0,0
204,chuot chay đơ,1,0,0,0,0,0,0,0,0,0,0,0,0
205,đúng như hình,0,0,1,0,0,0,0,0,0,0,0,0,0
206,đúng với hình sản phẩm cửa hàng nên để thêm thông tin như sạc bao lâu và dùng được bao lâu để đỡ tốn công tìm gogle,1,0,1,1,0,0,0,0,0,0,0,0,0
207,sản phẩm giống mô tả và tốt hơn mong đợi cửa hàng phục vụ cực kỳ nhiệt tình,1,0,0,1,0,0,0,0,0,0,0,0,0
208,sản phẩm tốt nên mua,1,0,0,0,0,0,0,0,0,0,0,0,0
209,tạm dùng được chỉ ưng anh nhân viên giao hàng thôi,1,0,1,0,0,0,0,0,0,0,0,0,0
210,sản phẩm giống mô tả,1,0,0,0,0,0,0,0,0,0,0,0,0
211,chất lượng sản phẩm xuất sắc sản phẩm tốt,1,0,0,0,0,0,0,0,0,0,0,0,0
212,sản phẩm giống mô tả và tốt hơn mong đợi chất lượng sản phẩm xuất sắc sory cửa hàng minh tim duoc but cam ung roi san pham sai rat tot rat tien loi,1,0,0,0,0,0,0,0,0,0,0,0,0
213,mình có đặt hàng nhưng mà đến giờ vẫn chưa thấy hàng đâu cả bảo là giao hàng vào ngày 25 26 12 2018 nhưng chả thấy nhân viên giao hàng nào gọi điện gì cả,0,0,1,0,0,0,0,0,0,0,0,0,0
214,sản phẩm tốt hon mong doi giao hang nhanh,1,0,1,0,0,0,0,0,0,0,0,0,0
215,chuột dùng tốt,1,0,0,0,0,0,0,0,0,0,0,0,0
216,sản phẩm mới dùng ok còn bền hay không phải dùng một thời gian mới biết,1,0,0,0,0,0,0,0,0,0,0,0,0
217,thấy tạm ổn,1,0,0,0,0,0,0,0,0,0,0,0,0
218,chất lượng sản phẩm khá tốt,1,0,0,0,0,0,0,0,0,0,0,0,0
219,sản phẩm giống mô tả và tốt hơn mong đợi ok that tốt,1,0,0,0,0,0,0,0,0,0,0,0,0
220,chất lượng ok nhưng tôi đặt hàng màu bạc thì lại giao màu vàng giao hàng nhanh chóng trong ngày,1,0,1,0,0,0,0,0,0,0,0,0,0
221,đóng gói hàng không cẩn thận chất lượng rất tệ xài mấy bữa đã hư,1,1,0,0,0,0,0,0,0,0,0,0,0
222,sản phẩm giống mô tả và tốt hơn mong đợi chất lượng sản phẩm xuất sắc đóng gói hàng rất kỹ và chắc chắn cửa hàng phục vụ cực kỳ nhiệt tình san pham đẹp ok sản phẩm giống mô tả tốt hơn mong đợi,1,1,0,1,0,0,0,0,0,0,0,0,0
223,sản phẩm tốt nhân viên giao hàng nhanh và thân thiện,1,0,1,0,0,0,0,0,0,0,0,0,0
224,đóng gói hàng cẩn thận chắc chắn sản phẩm giống như hình tuy nhiên nút nguồn hơi nhỏ cảm ơn cửa hàng,1,1,0,0,0,0,0,0,0,1,0,0,0
225,sản phẩm hoàn toàn khác mô tả đây là ảnh thực tế mong cửa hàng làm ăn có tâm chút,1,0,0,0,0,0,0,0,0,0,0,0,0
226,sản phẩm giống mô tả và tốt hơn mong đợi hàng tốt rẻ nhẹ mới xài thấy ok,1,0,0,0,0,1,0,0,0,0,0,0,0
227,sản phẩm giống mô tả và tốt hơn mong đợi đóng gói hàng rất kỹ và chắc chắn,1,1,0,0,0,0,0,0,0,0,0,0,0
228,sản phẩm không có pin,0,0,0,0,0,0,1,0,1,0,0,0,0
229,cám ơn cửa hàng chúc cửa hàng ngày càng thịnh vượng nhé,0,0,0,0,0,0,0,0,0,0,0,0,0
230,sản phẩm giống mô tả và tốt hơn mong đợi chất lượng sản phẩm xuất sắc đóng gói hàng rất kỹ và chắc chắn sản phẩm quá tốt,1,1,0,0,0,0,0,0,0,0,0,0,0
231,giao hàng đúng yêu cầu,0,0,1,0,0,0,0,0,0,0,0,0,0
232,để màu trắng giao hàng màu đen trầy xước không thèm xài vứt xó luôn,0,0,1,0,0,0,0,0,0,0,0,0,0
233,không được mới,1,0,0,0,0,0,0,0,0,0,0,0,0
234,đóng gói hàng rất kỹ và chắc chắn đóng gói hàng kỹ,0,1,0,0,0,0,0,0,0,0,0,0,0
235,phải dùng 2 quả pin đũa hơi mỏng manh dùng được tiền nào của đấy,1,0,0,0,1,1,0,0,0,0,0,0,0
236,sản phẩm giống mô tả đóng gói hàng cẩn thận chắc chắn hàng tôt giao hang nhank,1,1,1,0,0,0,0,0,0,0,0,0,0
237,đưa chuột mà không đưa cái nút nhỏ gắn vào máy tính lấy gì điều khiển quá ẩu tả,0,0,1,0,0,0,0,0,0,0,0,0,0
238,sản phẩm giống mô tả đóng gói hàng cẩn thận chắc chắn cửa hàng phục vụ khá tốt không có nút of khi nào không xài thì gỡ bin ra hài vl,1,1,0,0,0,0,0,0,0,1,0,0,0
239,khó kết nối,0,0,0,0,0,0,0,0,0,0,0,1,0
240,được mua màu đỏ lại giao màu đen,0,0,1,0,0,0,0,0,0,0,0,0,0
241,tuyệt vời,1,0,0,0,0,0,0,0,0,0,0,0,0
242,chất lượng sản phẩm xuất sắc đóng gói hàng rất kỹ và chắc chắn hang đẹp ben nut bam nhay rat thích x ne,1,1,0,0,0,0,0,1,0,0,0,0,0
243,rất tốt,1,0,0,0,0,0,0,0,0,0,0,0,0
244,sản phẩm tương đối giống mô tả chất lượng sản phẩm tương đối tốt đóng gói hàng cẩn thận cửa hàng phục vụ chấp nhận được,1,1,0,0,0,0,0,0,0,0,0,0,0
245,sản phầm dùng 1 tuần đã hỏng chuột trái,1,0,0,0,0,0,0,0,0,0,0,0,0
246,tất cả đều tốt i sendo,1,0,0,0,0,0,0,0,0,0,0,0,0
247,nhìn bề ngoài thì ok đấy chưa biết sẽ dụng lâu như nào,0,0,0,0,1,0,0,0,0,0,0,0,0
248,đóng gói hàng cẩn thận chắc chắn oke,0,1,0,0,0,0,0,0,0,0,0,0,0
249,sản phẩm giống mô tả và tốt hơn mong đợi chất lượng sản phẩm xuất sắc đóng gói hàng rất kỹ và chắc chắn cửa hàng phục vụ cực kỳ nhiệt tình tốt nên mua,1,1,0,1,0,0,0,0,0,0,0,0,0
250,sản phẩm giống mô tả và tốt hơn mong đợi đóng gói hàng rất kỹ và chắc chắn khá tiện chuột style gaming không dây đỡ vướng không cần thay pin chỉ cần sạc như điện thoại thôi,1,1,0,0,0,0,1,0,0,0,0,0,0
251,giá không rẽ lắm nhưng dùng cung tam được,1,0,0,0,0,1,0,0,0,0,0,0,0
252,sản phẩm giống mô tả và tốt hơn mong đợi chất lượng sản phẩm xuất sắc đóng gói hàng rất kỹ và chắc chắn cửa hàng phục vụ cực kỳ nhiệt tình tốt lắm cám ơn cửa hàng,1,1,0,1,0,0,0,0,0,0,0,0,0
253,giao hàng không giống mẫu,0,0,1,0,0,0,0,0,0,0,0,0,0
254,sản phẩm giống mô tả và tốt hơn mong đợi giao hàng nhanh sử dụng tốt dùng được nhiều thiết bị khác nhau chưa biết có bền hay k,1,0,1,0,0,0,0,0,0,0,0,0,0
255,ok,1,0,0,0,0,0,0,0,0,0,0,0,0
256,ok can hat huy hon nua dich vu,1,0,0,1,0,0,0,0,0,0,0,0,0
257,sản phẩm không giống như mô tả khe cắm thì không vừa với chuột chuột không dây mà có đèn đỏ phía dưới luôn nói chung là rất tệ,1,0,0,0,1,0,0,0,0,0,0,0,0
258,tôi chưa nhận được hàng sao đã báo nhận được hàng,0,0,1,0,0,0,0,0,0,0,0,0,0
259,sản phẩm giống mô tả và tốt hơn mong đợi chất lượng sản phẩm xuất sắc đóng gói hàng rất kỹ và chắc chắn cửa hàng phục vụ cực kỳ nhiệt tình giao hang nhanh rat dang tien chi co cai lhac mau thoi,1,1,0,1,0,0,0,0,0,0,0,0,0
260,bấm 2 ngày đã double click,1,0,0,0,0,0,0,0,0,0,0,0,0
261,tốt voi tam gia,1,0,0,0,0,1,0,0,0,0,0,0,0
262,nhà vận chuyển đóng gói hàng cẩn thận giao hàng nhanh nhưng bao bì chứa chuột không còn niêm phong của hãng logitech chuột đã bị bóc ra và được dán lại bằng băng dính tôi có chụp ảnh gửi kèm nhận xét này chất lượng chuột chưa dùng nên chưa đánh giá,1,1,0,0,0,0,0,0,0,0,0,0,0
263,sản phẩm giống mô tả và tốt hơn mong đợi sản phẩm đúng logitech chất lượng,1,0,0,0,0,0,0,0,0,0,0,0,0
264,cửa hàng phục vụ khá tốt,0,0,0,1,0,0,0,0,0,0,0,0,0
265,sản phẩm giống mô tả,1,0,0,0,0,0,0,0,0,0,0,0,0
266,sản phẩm giống mô tả và tốt hơn mong đợi đóng gói hàng rất kỹ và chắc chắn cửa hàng phục vụ cực kỳ nhiệt tình tốt ok,1,1,0,1,0,0,0,0,0,0,0,0,0
267,đóng gói hàng rất kỹ và chắc chắn cho pin vào mà o lên điện cửa hàng ơi muốn đổi làm thế nào,1,0,0,0,0,0,1,0,0,0,0,0,0
268,chuột nhạy nhưng bắt xa tầm 5m trở đi là cà giựt,0,0,0,0,0,0,0,1,0,0,0,0,0
269,ok tốt km800v,1,0,0,0,0,0,0,0,0,0,0,0,0
270,hàng đúng như mô tả,1,0,0,0,0,0,0,0,0,0,0,0,0
271,đăt 3 cai giao 2 con thiêu chưa thây giao,0,0,1,0,0,0,0,0,0,0,0,0,0
272,sản phẩm giống mô tả và tốt hơn mong đợi ok bề ngoài nhìn được chưa thử vì không kèm pin tạm cho 5 star,1,0,0,0,1,0,1,0,0,0,0,0,0
273,chất lượng sản phẩm xuất sắc đóng gói còn sơ sài chất lượng sản phẩm tốt thời gian giao hàng nhanh,1,1,1,0,0,0,1,0,0,0,0,0,0
274,đóng gói hàng cẩn thận ok,1,1,0,0,0,0,0,0,0,0,0,0,0
275,chuột chạy dặt dẹo tính mua cái khác,1,0,0,0,0,0,0,0,0,0,0,0,0
276,sản phẩm giống mô tả và tốt hơn mong đợi đóng gói hàng rất kỹ và chắc chắn tốt,1,1,0,0,0,0,0,0,0,0,0,0,0
277,hợp lý với tiền,0,0,0,0,0,1,0,0,0,0,0,0,0
278,đóng gói kỹ chuột hơi nặng vì dùng pin a chuột không giống hình,0,1,1,0,0,0,0,0,0,0,0,0,0
279,sản phẩm giống mô tả và tốt hơn mong đợi đóng gói hàng rất kỹ và chắc chắn người giao hàng niềm nở vui vẻ check mở hộp thì có vài cục muốt chống sốc hàng thì như hình chưa biết sử dụng ra sao nhưng cho quả 5star coi như ủng hộ vậy,0,1,0,1,0,0,0,0,0,0,0,0,0
280,sản phẩm giống mô tả chất lượng sản phẩm khá tốt,1,0,0,0,0,0,0,0,0,0,0,0,0
281,tốt với giá cả,1,0,0,0,0,1,0,0,0,0,0,0,0
282,cửa hàng phục vụ cực kỳ nhiệt tình tốt,0,0,0,1,0,0,0,0,0,0,0,0,0
283,san phan dung nhu mo ta,1,0,0,0,0,0,0,0,0,0,0,0,0
284,sản phẩm tốt vượt mong đợi ok,1,0,0,0,0,0,0,0,0,0,0,0,0
285,chất lượng sản phẩm xuất sắc rất tốt,1,0,0,0,0,0,0,0,0,0,0,0,0
286,sản phẩm được nhưng cửa hàng làm ăn mất uy tín thà sản phẩm không có pin từ đầu không sao nhưng theo được biết sản phẩm có pin đi kèm cửa hàng đã lấy bán riêng vì 1 tý lợi nhuận,1,0,0,0,0,0,1,0,0,0,0,0,0
287,sản phẩm giống mô tả và tốt hơn mong đợi nv tận tình vui tính,1,0,0,0,0,0,0,0,0,0,0,0,0
288,mẹ nó,0,0,0,0,0,0,0,0,0,0,0,0,0
289,sản phẩm giống mô tả đóng gói hàng cẩn thận chắc chắn,1,1,0,0,0,0,0,0,0,0,0,0,0
290,sản phẩm giống mô tả và tốt hơn mong đợi tốt,1,0,0,0,0,0,0,0,0,0,0,0,0
291,ko sử dụng được,1,0,0,0,0,0,0,0,0,0,0,0,0
292,đóng gói hàng cẩn thận chắc chắn sản phẩm dùng được phím hơi cứng hơn chuột logitech chút nhưng chắc dùng 1 thời gian sẽ quen so với giá thi như vậy là tốt chỉ chưa biết độ bền ntn,1,1,0,0,0,1,0,1,0,0,0,0,0
293,giá thành hợp lý chất lượng ok,1,0,0,0,0,1,0,0,0,0,0,0,0
294,sản phẩm giống mô tả đóng gói kỹ cơ mà lúc mình nhận thì không kèm pin có dấu hiệu hộp đựng bị mở và lấy pin ra trước rồi còn lại mới dùng thấy cũng ok,1,1,0,0,0,0,1,0,0,0,1,0,0
295,chuột chỉ click trái phải scrol up down được chứ không di chuyển được có thể mắt quang bị hỏng không có đèn sáng ở dưới đề nghị cửa hàng đổi trả lại chuột mới hàng hoá vẫn còn nguyên bao bì chưa sử dụng được gì cả do lỗi,0,0,0,0,0,0,0,1,0,0,1,0,0
296,sản phẩm có vẻ không giống mẫu cho lắm,0,0,1,0,0,0,0,0,0,0,0,0,0
297,sản phẩm giống mô tả và tốt hơn mong đợi ưng ý voi ao giá mềm,1,0,1,0,0,1,0,0,0,0,0,0,0
298,sản phẩm giống hình con trỏ chuột không chắc chắn,0,0,1,0,1,0,0,0,0,0,0,0,0
299,hàng rẻ dùng tốt,1,0,0,0,0,1,0,0,0,0,0,0,0
300,hang tốt dung nhu quang cao,1,0,0,0,0,0,0,0,0,0,0,0,0
301,thiếu sót,0,0,0,0,0,0,0,0,0,0,0,0,0
302,đặt mầu đen đưa mầu trắng,0,0,1,0,0,0,0,0,0,0,0,0,0
303,sản phẩm giống mô tả và tốt hơn mong đợi chất lượng sản phẩm xuất sắc đóng gói hàng rất kỹ và chắc chắn cửa hàng phục vụ cực kỳ nhiệt tình oke,1,1,0,1,0,0,0,0,0,0,0,0,0
304,chất lượng sản phẩm xuất sắc đóng gói hàng rất kỹ và chắc chắn,1,1,0,0,0,0,0,0,0,0,0,0,0
305,chuot trầy xước,1,0,0,0,0,0,0,0,0,0,0,0,0
306,đóng gói hàng cẩn thận chắc chắn cửa hàng phục vụ khá tốt,0,1,0,1,0,0,0,0,0,0,0,0,0
307,đóng gói hàng rất kỹ và chắc chắn sản phẩm mới đúng như mô tả,1,1,0,0,0,0,0,0,0,0,0,0,0
308,dùng nhạy mượt bánh xe hơi lỏng lẻo phát ra tiếng lạch cạch là loại tiết kiệm điện nên đèn dò sáng yếu dùng sóng rf thì thỉnh thoảng lác còn dùng bluthot thì được xíu là lác không xài được tóm lại là chất lượng hoàn thiện trung bình dùng tạm nếu không dùng bluthot thì mình khuyên mọi người nên mua logitech m22chêch lệch theo mình đánh giá giữa hai con là 6 10 mọi người cân nhác nhé,1,0,0,0,0,0,0,0,0,0,1,1,0
309,hàng tốt dùng rất ok,1,0,0,0,0,0,0,0,0,0,0,0,0
310,đóng gói hàng chưa chắc chắn thái độ phục vụ của cửa hàng không nhiệt tình,0,1,0,1,0,0,0,0,0,0,0,0,0
311,sản phẩm giống mô tả và tốt hơn mong đợi chất lượng sản phẩm xuất sắc đóng gói hàng rất kỹ và chắc chắn cửa hàng phục vụ cực kỳ nhiệt tình hoi kho su dung su dung không duoc nhug cho cửa hàng 5star ung ho,1,1,0,1,1,0,0,0,0,0,0,0,0
312,đóng gói hàng rất kỹ và chắc chắn cửa hàng phục vụ cực kỳ nhiệt tình ok,0,1,0,1,0,0,0,0,0,0,0,0,0
313,tam duoc,1,0,0,0,0,0,0,0,0,0,0,0,0
314,đóng gói hàng rất kỹ và chắc chắn cửa hàng phục vụ cực kỳ nhiệt tình,0,1,0,1,0,0,0,0,0,0,0,0,0
315,sản phẩm giống mô tả và tốt hơn mong đợi chất lượng sản phẩm xuất sắc đóng gói hàng rất kỹ và chắc chắn cửa hàng phục vụ cực kỳ nhiệt tình sản phẩm tốt chất lượng rất đáng tiền nên phát huy những sản phẩm tốt uy tín và chất luọng giá phù hợp túi tiền đúng là tiền nào của đấy ham rẻ kém chất lượng thì phí đồng tiền cửa hàng nên cân nhắc tìm những sản phẩm tốt như vậy để kinh doanh thì sẽ có nhiều khách hàng ủng hộ dù hàng chất có đắt nhưng bỏ tiền mua vẫn xúng đáng hài lòng sản phẩm đã mua chúc cửa hàng đắt khách hàng sẽ ủng hộ thêm sản phẩm khác của cửa hàng các bạn các củng nên xem xét mua và thử mua sản phẩm dùng đi nói chung hàng chuẩn đúng chất đáng tiền tư vấn nhiệt tình và rõ ràng về sản phẩm nếu có 5star thi tui se đánh giá nói chung mua sản phẩm cửa hàng này hài lòng về sản phẩm lẫn dịch vụ cần phát huy rộng đến nhiều khách hàng de họ sử dụng sản phẩm tốt và dịch vụ 5star này xin cám ơn cửa hàng các bạn nên ủng hộ sản phẩm của cửa hàng này thủ,1,1,0,1,0,0,0,0,0,0,0,0,0
316,khuyến cáo không nên mua hàng đã qua dùng rồi số serial không trùng khớp trên hộp và sản phẩm,1,0,0,0,0,0,0,0,0,0,0,0,0
317,cảm ơn cửa hàng nhìu nhé hàng như hình cảm thấy thích hơn rồi bóng thật nhưng bám vân tay nhiều vệ sinh lại không bóng có học lệnh của tv đời cũ và đầu thu chảo không được z cửa hàng nói tóm lại là mình thích,1,0,0,0,1,0,0,0,0,0,0,0,0
318,tot tier kiem pin,1,0,0,0,0,0,1,0,0,0,0,0,0
319,sản phẩm giống mô tat,1,0,0,0,0,0,0,0,0,0,0,0,0
320,chất lượng sản phẩm không tốt,1,0,0,0,0,0,0,0,0,0,0,0,0
321,hàng ok đẹp đóng gói cần thận,1,1,0,0,0,0,0,0,0,0,0,0,0
322,chuột gắn vào tivi xài ok,1,0,0,0,0,0,0,0,0,0,0,0,0
323,chất lượng sản phẩm xuất sắc chuột xài rất ok đáng mua,1,0,0,0,0,0,0,0,0,0,0,0,0
324,sản phẩm giống mô tả và tốt hơn mong đợi sản phẩm giống như mô tả ok,1,0,0,0,0,0,0,0,0,0,0,0,0
325,dung nhung không dung chuot,0,0,1,0,0,0,0,0,0,0,0,0,0
326,đóng gói hàng rất kỹ và chắc chắn sản phẩm rất ok,1,1,0,0,0,0,0,0,0,0,0,0,0
327,sản phẩm giống mô tả và tốt hơn mong đợi quá tuyệt vời luôn các bạn có thể mua ở cửa hàng này,1,0,0,0,0,0,0,0,0,0,0,0,0
328,ok tot,1,0,0,0,0,0,0,0,0,0,0,0,0
329,sản phẩm giống mô tả đóng gói hàng cẩn thận chắc chắn cửa hàng phục vụ khá tốt,1,1,0,1,0,0,0,0,0,0,0,0,0
330,tạm được,1,0,0,0,0,0,0,0,0,0,0,0,0
331,cửa hàng phục vụ khá tốt ok được,0,0,0,1,0,0,0,0,0,0,0,0,0
332,khá cũ nhưng chất lượng khá ok,1,0,0,0,0,0,0,0,0,0,0,0,0
333,sản phẩm giống mô tả và tốt hơn mong đợi tốt trong tầm giá,1,0,0,0,0,1,0,0,0,0,0,0,0
334,chất lượng sản phẩm xuất sắc cửa hàng phục vụ cực kỳ nhiệt tình đóng gói hàng rất kỹ và chắc chắn sản phẩm tốt hai long 5star,1,1,0,1,0,0,0,0,0,0,0,0,0
335,đóng gói hàng rất kỹ và chắc chắn giao hàng nhanh đóng gói kĩ mới xài chưa biết bền lâu hay không,0,1,1,0,0,0,0,0,0,0,0,0,0
336,sảm phẩm tốt giao hàng nhanh,1,0,1,0,0,0,0,0,0,0,0,0,0
337,chất lượng sản phẩm xuất sắc đóng gói hàng rất kỹ và chắc chắn cửa hàng phục vụ cực kỳ nhiệt tình,1,1,0,1,0,0,0,0,0,0,0,0,0
338,san pham tốt vuot mong doi,1,0,0,0,0,0,0,0,0,0,0,0,0
339,hàng đã qua sử dụng nhưng ok,1,0,0,0,0,0,0,0,0,0,0,0,0
340,sản phẩm giống mô tả và tốt hơn mong đợi dùng tốt cho dân văn phòng người tay nhỏ tích chất di động khá cao về chuột không giây thì hạng logi này mình đã tin dùng bấy lâu,1,0,0,0,0,0,0,0,0,0,0,0,0
341,sản phẩm hoàn toàn khác mô tả chất lượng sản phẩm rất tệ mình nhận được hàng rồi nhưng mình gắn pin vào đèn thì sáng rồi tắt chuột không hoạt động được yêu cầu đổi hàng gắn pin đèn không sáng yêu cầu đổi hàng,1,0,0,0,0,0,0,0,0,0,0,0,0
342,san pham tuong doi tot,1,0,0,0,0,0,0,0,0,0,0,0,0
343,sản phẩm đúng mô tả,1,0,0,0,0,0,0,0,0,0,0,0,0
344,đúng mô tả cám ơn,1,0,0,0,0,0,0,0,0,0,0,0,0
345,hàng quá dở chất lượng kém,1,0,0,0,0,0,0,0,0,0,0,0,0
346,sản phẩm nhìn đẹp tuy nhiên 2 lỗ cắm điện làm đồng mềm quá cắm vào đã lỏng rồi,1,0,0,0,1,0,0,0,0,0,0,0,0
347,tạm thời xài ok không co loi được,1,0,0,0,0,0,0,0,0,0,0,0,0
348,sản phẩm quá khác mô tả,1,0,0,0,0,0,0,0,0,0,0,0,0
349,ok cửa hàng hàng đẹp,1,0,0,0,0,0,0,0,0,0,0,0,0
350,hàng chuẩn chưa biết độ bền thế nào,1,0,0,0,0,0,0,0,0,0,0,0,0
351,hàng nhái kém chất lượng,1,0,0,0,0,0,0,0,0,0,0,0,0
352,chất lượng sản phẩm xuất sắc cửa hàng phục vụ cực kỳ nhiệt tình chột ok nắm sốp đẹp hơn trong hình sử dụng tiện lợi,1,0,0,1,1,0,0,0,0,0,0,0,0
353,dùng tạm được,1,0,0,0,0,0,0,0,0,0,0,0,0
354,ok cửa hàng rất uy tín,0,0,0,1,0,0,0,0,0,0,0,0,0
355,đóng gói chưa được cẩn thận,0,1,0,0,0,0,0,0,0,0,0,0,0
356,sản phẩm giống mô tả và tốt hơn mong đợi chất lượng sản phẩm xuất sắc cửa hàng phục vụ cực kỳ nhiệt tình,1,0,0,1,0,0,0,0,0,0,0,0,0
357,nắp pin vào không lên đèn lắc thì thấy long sòng sọc bên trong hàng dởm mọi người không nên mua định trả nhưng nghĩ có mấy chục tốn công,1,0,0,0,0,0,0,0,0,0,0,0,0
358,chất lượng sản phẩm xuất sắc đóng gói hàng rất kỹ và chắc chắn ok,1,1,0,0,0,0,0,0,0,0,0,0,0
359,sản phẩm giống mô tả và tốt hơn mong đợi chất lượng sản phẩm xuất sắc sản phẩm dùng tốt,1,0,0,0,0,0,0,0,0,0,0,0,0
360,sản phẩm giống mô tả và tốt hơn mong đợi chất lượng sản phẩm xuất sắc đóng gói hàng rất kỹ và chắc chắn cửa hàng phục vụ cực kỳ nhiệt tình hàng chất lượng phù hợp với túi tiền,1,0,0,1,0,1,0,0,0,0,0,0,0
361,đóng gói hàng cẩn thận chắc chắn sản phẩm giống mô tả,1,1,0,0,0,0,0,0,0,0,0,0,0
362,sản phẩm nhỏ gọn đep rất chắc tay lướt khá mượt cám ơn cửa hàng,0,0,0,0,1,0,0,1,0,0,0,0,0
363,hoàn toàn không hài lòng mua màu nào giao màu đó đặt trắng giao đen,0,0,1,0,0,0,0,0,0,0,0,0,0
364,hàng giống mô tả đẹp mà tưởng ở trong có pin luôn chớ ai dè không có cho cửa hàng 5star,1,0,0,0,0,0,1,0,0,0,0,0,0
365,đóng gói hàng cẩn thận chắc chắn,0,1,0,0,0,0,0,0,0,0,0,0,0
366,tốt,1,0,0,0,0,0,0,0,0,0,0,0,0
367,sản phẩm giống mô tả và tốt hơn mong đợi đóng gói hàng rất kỹ và chắc chắn hàng đẹp giá tốt,1,1,0,0,0,0,0,0,0,0,0,0,0
368,chuột bấm rất sướng,1,0,0,0,0,0,0,0,0,0,0,0,0
369,sản phẩm giống mô tả và tốt hơn mong đợi chất lượng sản phẩm xuất sắc đóng gói hàng rất kỹ và chắc chắn cửa hàng phục vụ cực kỳ nhiệt tình,1,1,0,1,0,0,0,0,0,0,0,0,0
370,rất tốt rất đáng tiền cảm ơn cửa hàng,1,0,0,0,0,0,0,0,0,0,0,0,0
371,có chút khác biệt so với hình mô tả của cửa hàng đèn báo sạc khác bánh xe lăn giữa khác các khe ghép gia công hơi ọp ẹp phím bấm hơi nặng với giá tiền tương đương thì chuột truyền thống vd chuột logitech có vẻ êm ái hơn nhìn chung cũng được dùng thử cho biết,1,0,0,0,0,0,0,0,0,0,0,0,0
372,đóng gói hàng rất kỹ và chắc chắn hàng rất tốt có điều cửa hàng bảo tặng pin mà không có nha,0,1,0,0,0,0,1,0,0,0,0,0,0
373,sản phẩm giống mô tả và tốt hơn mong đợi đóng gói hàng rất kỹ và chắc chắn cửa hàng phục vụ cực kỳ nhiệt tình vừa mới nhận sai thử hoạt động tốt chưa biet độ bền chờ coicho 5star thôi,1,0,0,1,0,0,0,0,0,0,0,0,0
374,san phẩm đúng mô tả,1,0,0,0,0,0,0,0,0,0,0,0,0
375,sản phẩm giống mô tả và tốt hơn mong đợi ung ho cửa hàng,1,0,0,0,0,0,0,0,0,0,0,0,0
376,sản phẩm giống mô tả và tốt hơn mong đợi chất lượng sản phẩm xuất sắc đóng gói hàng rất kỹ và chắc chắn sản phẩm tốt,1,1,0,0,0,0,0,0,0,0,0,0,0
377,chuột xài ok lắm nha,1,0,0,0,0,0,0,0,0,0,0,0,0
378,đóng gói hàng rất kỹ và chắc chắn ok dóng gói chuẩn giao hang nhanh,1,1,1,0,0,0,0,0,0,0,0,0,0
379,tốt,1,0,0,0,0,0,0,0,0,0,0,0,0
380,đúng mô tả,1,0,0,0,0,0,0,0,0,0,0,0,0
381,tốt tiếc là không có pin trong chuột,1,0,0,0,0,0,1,0,0,0,0,0,0
382,sản phẩm giống mô tả ok,1,0,0,0,0,0,0,0,0,0,0,0,0
383,sản phẩm y hình chất lượng ok,1,0,0,0,0,0,0,0,0,0,0,0,0
384,đóng gói kỹ hàng ok,0,1,0,0,0,0,0,0,0,0,0,0,0
385,sản phẩm giống mô tả và tốt hơn mong đợi nhìn giống hình hiện tại thì khá êm nhưng về sau thì chưa biết thêm cái là giao lầm màu thôi,1,0,0,0,0,0,0,0,0,0,0,0,0
386,sản phẩm giống mô tả và tốt hơn mong đợi đã nhận hàng và tét thử thấy ok không biết dùng có bền ko,1,0,0,0,0,0,0,0,0,0,0,0,0
387,chất lượng sản phẩm xuất sắc cửa hàng phục vụ cực kỳ nhiệt tình chuột hoạt động tốt,1,0,0,1,0,0,0,0,0,0,0,0,0
388,đặt màu đỏ giao màu đen chưa dùng thử nhg đẹp và rẻ,0,0,1,0,1,1,0,0,0,0,0,0,0
389,sản phẩm giống mô tả và tốt hơn mong đợi ok,1,0,0,0,0,0,0,0,0,0,0,0,0
